id,original_text,text_for_sentiment,aspect,label_for_sentiment
638,"مطعم فطور غداء عشاء
تم تجربة الفطور
+ طريقة تقديم وطبخ مختلفة تستاهل التجربة.
+ تنوع كبير في الاصناف
- لا توجد مواقف

جودة الأكل  10/09
لذة الأكل     10/10
النظافة        10/10
الجلسة        10/10
الخدمة        10/10
السعر          $$$/$$$$$ مقولة جدا",مطعم فطور غداء عشاء تم تجربة الفطور + طريقة تقديم وطبخ مختلفة تستاهل التجربة. + تنوع كبير في الاصناف - لا توجد مواقف جودة الاكل 10/09 لذة الاكل 10/10 النظافة 10/10 الجلسة 10/10 الخدمة 10/10 السعر $$/$$ مقولة جدا [ASPECT] price,price,positive
1590,المكان لطيف والجلسات جميله وهادئه والموظفين رائعين لاكن الطعام كان اقل من عادي اتمنى لكم التوفيق,المكان لطيف والجلسات جميله وهاديه والموظفين رايعين لاكن الطعام كان اقل من عادي اتمني لكم التوفيق [ASPECT] ambiance,ambiance,positive
1590,المكان لطيف والجلسات جميله وهادئه والموظفين رائعين لاكن الطعام كان اقل من عادي اتمنى لكم التوفيق,المكان لطيف والجلسات جميله وهاديه والموظفين رايعين لاكن الطعام كان اقل من عادي اتمني لكم التوفيق [ASPECT] service,service,positive
1590,المكان لطيف والجلسات جميله وهادئه والموظفين رائعين لاكن الطعام كان اقل من عادي اتمنى لكم التوفيق,المكان لطيف والجلسات جميله وهاديه والموظفين رايعين لاكن الطعام كان اقل من عادي اتمني لكم التوفيق [ASPECT] food,food,negative
6525,مفيش كباتن بيضيع وقتنا والآخر محدش بييجي,مفيش كباتن بيضيع وقتنا والاخر محدش بييجي [ASPECT] service,service,negative
2639,"انا طلبت النهارده كانت سيء جدا شندوتش الطعميه الطماطم شيلو عنق الطماطم بطلوا عفانه بقي
سندوتش فيه طماطم والتاني لا اهتموا بالنظافه يا جماعه بطلوا عفانه",انا طلبت النهارده كانت سيء جدا شندوتش الطعميه الطماطم شيلو عنق الطماطم بطلوا عفانه بقي سندوتش فيه طماطم والتاني لا اهتموا بالنظافه يا جماعه بطلوا عفانه [ASPECT] food,food,negative
2639,"انا طلبت النهارده كانت سيء جدا شندوتش الطعميه الطماطم شيلو عنق الطماطم بطلوا عفانه بقي
سندوتش فيه طماطم والتاني لا اهتموا بالنظافه يا جماعه بطلوا عفانه",انا طلبت النهارده كانت سيء جدا شندوتش الطعميه الطماطم شيلو عنق الطماطم بطلوا عفانه بقي سندوتش فيه طماطم والتاني لا اهتموا بالنظافه يا جماعه بطلوا عفانه [ASPECT] cleanliness,cleanliness,negative
7196,الي الان افضل تطبيق طلبت منو من حيث سرعه التوصيل وجوده المنتجات,الي الان افضل تطبيق طلبت منو من حيث سرعه التوصيل وجوده المنتجات [ASPECT] delivery,delivery,positive
7196,الي الان افضل تطبيق طلبت منو من حيث سرعه التوصيل وجوده المنتجات,الي الان افضل تطبيق طلبت منو من حيث سرعه التوصيل وجوده المنتجات [ASPECT] app_experience,app_experience,positive
1415,الاسعار غاليه جدا جدا جدا بصراحة كثيرا آووي,الاسعار غاليه جدا جدا جدا بصراحة كثيرا اووي [ASPECT] price,price,negative
1765,الاكل جميل و المكان ممتاز و الاسطاف زوق,الاكل جميل و المكان ممتاز و الاسطاف زوق [ASPECT] food,food,positive
1765,الاكل جميل و المكان ممتاز و الاسطاف زوق,الاكل جميل و المكان ممتاز و الاسطاف زوق [ASPECT] ambiance,ambiance,positive
1765,الاكل جميل و المكان ممتاز و الاسطاف زوق,الاكل جميل و المكان ممتاز و الاسطاف زوق [ASPECT] service,service,positive
7612,كان زمان كويس حاليآ منتجات فرز تاني و عيوب كتير و التوصيل بعد أسبوع أو أكتر و مناديب التوصيل منتهى قلة الذوق و خدمة عملاء سيئة جدآ نون و أمازون أفضل ميت مره,كان زمان كويس حاليا منتجات فرز تاني و عيوب كتير و التوصيل بعد اسبوع او اكتر و مناديب التوصيل منتهي قلة الذوق و خدمة عملاء سيية جدا نون و امازون افضل ميت مره [ASPECT] food,food,negative
7612,كان زمان كويس حاليآ منتجات فرز تاني و عيوب كتير و التوصيل بعد أسبوع أو أكتر و مناديب التوصيل منتهى قلة الذوق و خدمة عملاء سيئة جدآ نون و أمازون أفضل ميت مره,كان زمان كويس حاليا منتجات فرز تاني و عيوب كتير و التوصيل بعد اسبوع او اكتر و مناديب التوصيل منتهي قلة الذوق و خدمة عملاء سيية جدا نون و امازون افضل ميت مره [ASPECT] delivery,delivery,negative
7612,كان زمان كويس حاليآ منتجات فرز تاني و عيوب كتير و التوصيل بعد أسبوع أو أكتر و مناديب التوصيل منتهى قلة الذوق و خدمة عملاء سيئة جدآ نون و أمازون أفضل ميت مره,كان زمان كويس حاليا منتجات فرز تاني و عيوب كتير و التوصيل بعد اسبوع او اكتر و مناديب التوصيل منتهي قلة الذوق و خدمة عملاء سيية جدا نون و امازون افضل ميت مره [ASPECT] service,service,negative
9236,زوين بزاف بزاف عزيز عليا,زوين بزاف بزاف عزيز عليا [ASPECT] general,general,positive
9763,ممتاز بوكنج يساعدني كثير,ممتاز بوكنج يساعدني كثير [ASPECT] app_experience,app_experience,positive
861,‏من أفضل المطاعم اللي افطرت واكلت فيها بحي زهرة المعادي ونشكر الخ الحبيبي مصطفى على حسن الضيافة والاستقبال والكرام الغير مستغرب من اخواننا حبايبنا,‏من افضل المطاعم اللي افطرت واكلت فيها بحي زهرة المعادي ونشكر الخ الحبيبي مصطفي علي حسن الضيافة والاستقبال والكرام الغير مستغرب من اخواننا حبايبنا [ASPECT] service,service,positive
1881,مطعم سوري كويس يعتبر الأفضل في المنطقة,مطعم سوري كويس يعتبر الافضل في المنطقة [ASPECT] general,general,positive
3182,"خدمه سيئة النت يقول لك مجاني وهو ما يشتغل ونكلمهم يصرفونا
أخلاق سيئه وكذب من الموضفين",خدمه سيية النت يقول لك مجاني وهو ما يشتغل ونكلمهم يصرفونا اخلاق سييه وكذب من الموضفين [ASPECT] service,service,negative
